id	source	text	satisfaction	satisfaction_std	satisfaction_bucket	satisfaction_support	considerateness	considerateness_std	considerateness_bucket	considerateness_support	dedication	dedication_std	dedication_bucket	dedication_support	emotion	emotion_std	emotion_bucket	emotion_support
958	airline	Reserved seating throughout the aircraft, allowing small handbags to be carried in addition to your carry on and an all round hug me I’m from Ryanair feeling.	3	0	3	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
959	trip_advisor	However, (cannot simply switch flights because theyre not a travel agent/airline etc) that may exceed the cost of the original booking Additionally would that insurance also cover arrangements if connecting flights are missed (assuming the first leg is cancelled/full and the connection cannot be made)?	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
960	ubuntu	i have 1 200 gig dir mounted from the NAS but its a windows share so that the windows machines can use it	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
961	trip_advisor	Hi My son has just booked a package to South Africa for the World Cup, he is flying Air France from Manchester to CDG.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
962	asapp	What would you like me to do for you knowing that shipping wasn't included?	2.666666667	0.5773502692	3	3	3	1	3	3	3.333333333	1.527525232	3	3	1.666666667	1.154700538	2	3
963	air_customer	I had used the useless flight tracker to get updated on the status of flight 558 and tracked the "Airway Bill/Confirmation number" to track as well.	1.333333333	0.5773502692	1	3	2.333333333	0.5773502692	2	3	2	1	2	3	3	0	3	3
964	twitter	hey the whole idea of dvr is so you dont have to watch commercialswhat am i paying for	1.5	0.7071067812	1	2	2	0	2	2	1.5	0.7071067812	1	2	3.5	0.7071067812	4	2
965	airline	Anyone flying in or out of Australia in the next week or so should be prepared for potential delays as Border Force officers take industrial action.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
966	asapp	That's okay do you have a PIN number or a security answer I can use?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
968	ubuntu	I am aware of what I have done and looked it up on google but don't understand exactly what I'm supposed to change in the host file (should have made a backup cause I'm an idiot)  Anyone know what I need to do to fix this?	2	0	2	3	3	0	3	3	3	0	3	3	3	1	3	3
969	trip_advisor	Hi All I have seen and heard main many horror stories whilst travelling, so just wondered if anybody has any funny stories to tell either at the airport or during the flight itself?	3	1	3	3	3.333333333	0.5773502692	3	3	3.333333333	0.5773502692	3	3	2.333333333	1.527525232	2	3
970	twitter	not today not today this is some shady shit and its really frustrating that your employees cant give me answers and provide excuses for drivers that lie about delivering packages	1	0	1	2	1	0	1	2	1	0	1	2	4.5	0.7071067812	5	2
971	twitter	it depends on various factors including the type of check deposited the source and the amount	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
972	yahoo	A 10% profit level for a restaurant  is considered a success.	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
973	ubuntu	trappist: I should be able to handle it... Need to create an account first and do a step by step walkthrough probably... would take a while	3	0	3	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
974	trip_advisor	Am I reading this chart correctly that I could upgrade to business for 40k miles per segment?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
975	ubuntu	empathy does not show the msn protocol when adding a new account, only jabber.	2.5	0.7071067812	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
976	ubuntu	ok, sudo dpkg-reconfigure xserver-xorg, didnt really help.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
977	ubuntu	(i know that linux is consisted from hundreds of packages, so it is not enough to install just the updated package ? )	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
978	trip_advisor	I can't find anyone who will allow me to book more than 9 tickets online.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
979	yahoo	this facility is available for citicard customers, and maybe amex.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
980	yahoo	In a way, this may be Bush's genius, that he understands what lies Americans are willing to accept, and not accept.	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
981	airline	This is a terrible, fraudulent company that luers people in through cheap airline tickets.	1	0	1	2	1.5	0.7071067812	1	2	1	0	1	2	4.5	0.7071067812	5	2
982	airline	By the way, I am not French, I don't speak the language, and we were flying Economy.	2.25	0.5	2	4	2.75	0.5	3	4	2.5	0.5773502692	2	4	1.75	0.9574271078	2	4
983	asapp	Unfortunately since you aren't a member I cannot issue a refund today.	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
984	twitter	i had already sent the details in message dm amp spoke to customer services but no body tells why do you need extra information from me even every detail is same you reverify every account annually what is your criteria to do so	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
985	yahoo	Does anyone know any Lutheran Church in or nearby Phoenix?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
986	ubuntu	anyone know any apps that sorta display what's in a directory?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
987	yahoo	i would think to keep the "brand" recognition and the history of the Big Ten.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
988	yahoo	The main problem is that both obese and drug addicts have habits that causing them to either eat or do drug.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
989	ubuntu	unfortunately I have no idea about 3G cards, however the large #ubuntu-au community will probably have an idea	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2	3	0	3	2	1.5	0.7071067812	2	2
990	trip_advisor	We were handed a piece of paper with a phone number and told to call it - that there was nothing they could do from the counters.	2	0	2	3	3	0	3	3	2.333333333	0.5773502692	2	3	1.666666667	1.154700538	2	3
991	ubuntu	I've tried to install Ubuntu (desktop) on my computer, but it does not work.	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	2	0	2	2
992	yahoo	You might not have intended it, but your question is a lot more complex than you might have thought.	3	0	3	3	3.333333333	0.5773502692	3	3	3	0	3	3	1.666666667	1.154700538	2	3
993	yahoo	Joseph's Hill in Los Gatos\n-Fort Ord / Laguana Seca near Montery\n-Wilder Ranch in Santa Cruz\n-Nisene Marks in Santa Cruz\n-Fremont Older in Cupertino/Saratoga	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
994	air_customer	I was on a Lufthansa flight between Munich and JFK last week.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
995	ubuntu	i don't know dutch, but it's quite similar to german (i can often figure out the meaning).	3.5	0.7071067812	4	2	3	0	3	2	3	0	3	2	1	0	1	2
996	twitter	thanks just had contact with agency change seems to have been made by ba so i should be in contact with you guys can you provide any help thanks	4	0	4	2	4	0	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
997	trip_advisor	Behind these seats are the stairs.Seat Guru does not have the updated seat map for this plane.	2.5	0.7071067812	2	2	3	0	3	2	2.5	0.7071067812	2	2	1	0	1	2
998	asapp	Well then I've got some good news it seems that our system got some item codes mixed up	4	0	4	2	3	0	3	2	3	0	3	2	2.5	0.7071067812	3	2
999	airline	The reason why I applied for the visa because I planned to visit Jeju Island in 2 days and then to spend 6 next days in Seoul.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1000	trip_advisor	As i will want it for the longer flight from iceland to washington.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1001	trip_advisor	Anyone else have similar experience on Malaysian airlines?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1002	twitter	when supervisor is supposed to call you back within 24 hours and its been 5 days sprintfail worstcustomerservice	1	0	1	2	3	0	3	2	1	0	1	2	3.5	0.7071067812	4	2
1003	asapp	I would send you a code to your email address as well as link about security best practices.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1004	trip_advisor	I was flying Ork-Birmigham on an ATR72 (double prop plane with limited overhead baggage space).	2.75	0.5	3	4	3	0	3	4	3	0	3	4	1.5	0.5773502692	2	4
1005	ubuntu	Actually you probably want the original http://antony.lesuisse.org/qweb/trac/wiki/AjaxTerm unless you need iphone compatibility :)	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
1006	airline	But just want to check with the group and see if anyone has any experience with it.	3	0	3	4	3.5	0.5773502692	4	4	3.25	0.5	3	4	1.25	0.5	1	4
1007	github	OS version does not matter be it Monterey or Ventura.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1008	asapp	I understand you already try to browse other websites and see how you navigate on it?	3	0	3	2	3.5	0.7071067812	4	2	3	0	3	2	1	0	1	2
1009	asapp	I can send a message to our internal team so that someone can get back to you ASAP.	3	0	3	3	4	0	4	3	4	0	4	3	2	1	2	3
1010	ubuntu	One of my friends (who works for Canonical) hasn't been able to figure it out either, and neither have any of their coworkers.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1011	ubuntu	i had to MAke the partion in linux which allowed write access, the formatted the drive uin windows to ntfs,	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1012	air_customer	If there was an emergency waiting for him or trying to get around him would be difficult as would communication.	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	2	2	2	0	2	2
1013	yahoo	I think that, though counterintuitive, one of the most effective ways was to limit the number of questions a user can answer per day.	3.5	0.7071067812	4	2	3	0	3	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1014	yahoo	Can you explain the legislation and who is affected?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1015	yahoo	Why do we get tickled when somebody tickles us and we don't when we tickle ourselves?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1016	airline	That didn't sound right to me bc I always had that fee included in my airline ticket.	2	0	2	2	3	0	3	2	3	0	3	2	1.5	0.7071067812	2	2
1017	asapp	Did you place an order or do you just want to change your address for the time being?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1018	trip_advisor	I am aware of the risks of dealing with their customer service and limitations on tickets bought through third party consolidators and don't expect any need to make any changes etc..	2.5	0.7071067812	2	2	2	0	2	2	2.5	0.7071067812	2	2	2.5	0.7071067812	3	2
1019	twitter	dear i keep cxling a subscription order amp it keeps re itself frustratedinbisbee	1.5	0.7071067812	1	2	2.5	0.7071067812	2	2	2	0	2	2	3.5	0.7071067812	4	2
1020	ubuntu	Ever since I did an update/upgrade yesterday evening (Hoary), my X locks up while loading the desktop.	2	0	2	3	3	0	3	3	2.666666667	0.5773502692	3	3	1.666666667	1.154700538	2	3
1021	yahoo	\n\nAnd also: “But there is a plan to alleviate the suffering.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1022	asapp	I do apologize it does look like an extra fee was assessed.	2	0	2	2	4	0	4	2	3.5	0.7071067812	4	2	2.5	0.7071067812	3	2
1023	twitter	you know what gets me in the christmas spirit not shopping at sainsburys after seeing this unbelievably shabby shit and christmas carols in store too no doubt	1	0	1	2	1	0	1	2	1	0	1	2	4.5	0.7071067812	5	2
1024	trip_advisor	We used frequent flyer miles to fly business class.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1025	asapp	ok before making the purchase I remind you that we will use your card associated with the account.	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
1026	asapp	I'm sending you a link to the site where you can manage this on your own in the future if desired.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1027	asapp	Alright the promo code I'm about to give you will add $40 to your account	3	0	3	2	3.5	0.7071067812	4	2	4	0	4	2	1	0	1	2
1028	twitter	hi chris i can see most passengers got off at woking station so hopefully your journey should be more comfortable now	3	0	3	3	4	0	4	3	3.666666667	0.5773502692	4	3	2.333333333	1.527525232	2	3
1029	trip_advisor	They forced us to check our bags or pay several hundred dollars to carry them on even though we had less then when we went down and the bags were standard carry size for any other airline.	1	0	1	2	3	0	3	2	2.5	0.7071067812	2	2	3.5	0.7071067812	4	2
1030	github	The updates allow using sso session configuration as part of the SSO credential provider.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1031	asapp	Often times the prices will change and update based on the information we have available.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1032	asapp	Excellent I have added this refund to your previous refund.	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	4	0	4	2	2.5	0.7071067812	3	2
1033	github	Updates the requirements on [wcwidth](https://github.com/jquast/wcwidth) to permit the latest version.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1034	twitter	please could you message dm our page with your order number so i can assist further jr	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1.5	0.7071067812	2	2
1035	air_customer	Praise God I decided to check to be on the safe side because it turns out it needs to be stamped in both directions.	3.333333333	1.154700538	3	3	3	0	3	3	3	0	3	3	3.333333333	1.527525232	3	3
1036	airline	Has anyone flown Aer Lingus (long haul in economy) recently?	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1037	asapp	Sometimes you need to log out and back in to see it.	3	0	3	2	3	0	3	2	3	0	3	2	1	0	1	2
1038	yahoo	The practice of wardriving, for example, exposed the vulnerabilities of home WLANs and accelerated the pace of security technology advances in home wireless equipment.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1039	twitter	please message dm us your tracking number phone number and complete address so we can look into this	3	0	3	2	4	0	4	2	3.5	0.7071067812	4	2	1	0	1	2
1040	yahoo	I've also used Nike and Top Flight and always come back to the Pro V1.	3	1	3	3	3	0	3	3	3.333333333	0.5773502692	3	3	1	0	1	3
1041	asapp	Would you like to send it back by mail in store or at a drop-off location?	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1042	twitter	just got a brand new pixel 2xl that i cannot activate on you want to talk	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
1043	twitter	wann hast du dich denn gemeldet und ber welchen kanal e oder telefon die antworten ber e knnen etwas auf sich warten lassen gru	3	0	3	2	3	0	3	2	3	0	3	2	3	0	3	2
1044	yahoo	All that is left is yellows, oranges and reds, some of which reaches your eyes, and the rest scattered in the sky within your view.	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1045	twitter	call me crazy but we love the suggestion we will be sure to pass along	4.666666667	0.5773502692	5	3	3.333333333	0.5773502692	3	3	3.666666667	1.154700538	4	3	4	1	4	3
1046	trip_advisor	Both going(30th Aug) and coming back(15th Sep), the luggages were spot checked as the suitcase locks were open when we got the luggages back (which we think by Russia Airport Authority as this has never happened since I have transited and been traveling around to any other countries).	2	0	2	2	3	0	3	2	2.5	0.7071067812	2	2	1.5	0.7071067812	2	2
1047	asapp	You can drop it off at a return center later at your convenience.	3	0	3	2	3.5	0.7071067812	4	2	3.5	0.7071067812	4	2	1	0	1	2
1048	air_customer	I have to wonder exactly who ticked the market research box "Yes, please stop helping me pass the time with films and other entertainment and try to squeeze another $7.50 out of me instead".	1.333333333	0.5773502692	1	3	1.666666667	0.5773502692	2	3	1.666666667	1.154700538	2	3	3.333333333	0.5773502692	3	3
1049	ubuntu	try this little nautilus tweak " gconftool-2 -t bool -s /apps/metacity/general/reduced_resources true " it turns of displaing window contect while resizing and moving	3	0	3	2	3	0	3	2	3.5	0.7071067812	4	2	1	0	1	2
1050	twitter	sure done is your system churning out auto password reset emails i have had two in two days not even requested a reset	2	0	2	2	3	0	3	2	3	0	3	2	1	0	1	2
